model,test_set,sample_id,question_id,domain,variant,pair_variant,label,prediction,ai_probability,question,text_preview
hc3_char_tfidf_logreg,deepseek_original,hc3_medicine_0087_deepseek_original__pair_deepseek_original,hc3_medicine_0087,medicine,deepseek_original,deepseek_original,1,0,0.2554,怀孕一个月左右做人流可以吗？ 我怀上大概有一个月，想做人流手术，怀上一个月左右做人流可以吗？,怀孕一个月左右通常可以做人流，但需先通过B超确认宫内妊娠和孕周。建议尽早到正规医院检查，在医生指导下选择合适方式。人流最佳时间为孕6-10周，过早或过晚风险增加。术后注意休息和复查。
hc3_char_tfidf_logreg,deepseek_original,hc3_nlpcc_dbqa_0085_deepseek_original__pair_deepseek_original,hc3_nlpcc_dbqa_0085,nlpcc_dbqa,deepseek_original,deepseek_original,1,0,0.2633,金城大学短期大学部在1984年新增了哪个学科？,金城大学短期大学部在1984年新增了幼儿教育学科，这是该校为适应社会对幼教人才需求而设立的重要专业。
hc3_char_tfidf_logreg,deepseek_original,hc3_nlpcc_dbqa_0092_deepseek_original__pair_deepseek_original,hc3_nlpcc_dbqa_0092,nlpcc_dbqa,deepseek_original,deepseek_original,1,0,0.2686,南洋理工大学天津研究生院的招生时间和招生方向是什么？,南洋理工大学天津研究生院主要面向环境工程、化学工程等方向招生，招生时间通常在每年的9月至12月。具体信息请参考官方招生简章。
hc3_char_tfidf_logreg,deepseek_original,hc3_finance_0086_deepseek_original__pair_deepseek_original,hc3_finance_0086,finance,deepseek_original,deepseek_original,1,0,0.2730,信用卡透支多次行吗,信用卡透支多次会对个人信用记录产生负面影响，可能导致银行降低信用额度或暂停信用卡使用。建议合理规划消费，避免频繁透支。如有特殊情况，应及时与银行沟通。
hc3_char_tfidf_logreg,deepseek_original,hc3_medicine_0086_deepseek_original__pair_deepseek_original,hc3_medicine_0086,medicine,deepseek_original,deepseek_original,1,0,0.2732,甘油三脂12.4要吃药吗 体检甘油三酯12.4,甘油三酯12.4毫摩尔每升属于重度升高，显著增加急性胰腺炎风险。建议立即就医，医生通常会考虑药物治疗，如贝特类降脂药，并配合低脂饮食、控制体重、增加运动。请勿自行用药，需专业评估。
hc3_char_tfidf_logreg,deepseek_original,hc3_open_qa_0085_deepseek_original__pair_deepseek_original,hc3_open_qa_0085,open_qa,deepseek_original,deepseek_original,1,0,0.3052,关于梵高的传记《渴望生活》表达了梵高对生活怎样的“渴望”？,《渴望生活》通过梵高对艺术与自然的狂热追求，展现了他对生命本质的渴望。这种渴望不仅体现在他对绘画的执着，更反映在他试图通过色彩与笔触捕捉瞬间永恒、对抗孤独与贫困的精神中。梵高渴望被理解，渴望在苦难中寻找到美与意义，最终将个人痛苦升华为艺术永恒的光辉。
hc3_char_tfidf_logreg,deepseek_original,hc3_finance_0089_deepseek_original__pair_deepseek_original,hc3_finance_0089,finance,deepseek_original,deepseek_original,1,0,0.3227,农村自建房能用公积金贷款吗,根据现行公积金政策，农村自建房通常不能使用公积金贷款。公积金贷款主要适用于城镇职工购买、建造、翻建、大修自住住房，且需提供合法有效的购房合同或建房批准文件。农村自建房若未取得正规审批手续或位于集体土地上，一般不符合贷款条件。建议咨询当地公积金管理中心了解具体规定。
hc3_char_tfidf_logreg,deepseek_original,hc3_medicine_0090_deepseek_original__pair_deepseek_original,hc3_medicine_0090,medicine,deepseek_original,deepseek_original,1,0,0.3325,要是孩子扁桃体炎症会发生哪些表现 男宝，刚满3个月，一开始，说嗓子喝水都觉得疼，察觉到，咳嗽好像也比较严重，另外，有点发烧也没精神，请问：要是孩子扁桃体炎症会发生哪些表现。,孩子扁桃体炎症的常见表现包括：咽喉疼痛，尤其在吞咽时；咳嗽加重；发热，可能伴有精神不振。3个月婴儿症状可能不典型，需密切观察。建议及时就医，避免自行用药。
hc3_char_tfidf_logreg,deepseek_original,hc3_medicine_0088_deepseek_original__pair_deepseek_original,hc3_medicine_0088,medicine,deepseek_original,deepseek_original,1,0,0.3373,子宫肌瘤初期的不适症状是什么 最近一段时间总是觉得小腹很疼，腰也很酸，尤其到了下午真的是太难受了，请问：子宫肌瘤初期症状是什么,子宫肌瘤初期通常无明显症状，但部分患者可能出现小腹疼痛、腰酸背痛、月经量增多、经期延长或白带增多等表现。若您近期持续感到小腹疼痛和腰部酸痛，建议及时就医进行妇科检查，以明确诊断并排除其他疾病。
hc3_char_tfidf_logreg,deepseek_original,hc3_law_0086_deepseek_original__pair_deepseek_original,hc3_law_0086,law,deepseek_original,deepseek_original,1,0,0.3463,个人与个人之间签署的网络小说版权转让协议有法律效应吗？,个人与个人之间签署的网络小说版权转让协议，只要双方具有完全民事行为能力、意思表示真实且不违反法律强制性规定，即具有法律效力。建议采用书面形式并明确约定转让权利范围，以避免后续纠纷。
hc3_char_tfidf_logreg,deepseek_original,hc3_finance_0092_deepseek_original__pair_deepseek_original,hc3_finance_0092,finance,deepseek_original,deepseek_original,1,0,0.3475,崇左公积金能在南*查询打印吗,崇左公积金可以在南宁查询和打印。崇左市住房公积金管理中心已实现与南宁市的数据互通，您可携带身份证到南宁市任意公积金服务网点或通过自助终端机办理查询打印业务。
hc3_char_tfidf_logreg,deepseek_original,hc3_open_qa_0087_deepseek_original__pair_deepseek_original,hc3_open_qa_0087,open_qa,deepseek_original,deepseek_original,1,0,0.3550,香港台湾澳门使用拼音吗？他们用什么输入法？,香港、台湾和澳门在拼音使用上存在差异。香港和澳门主要使用粤语拼音，而台湾则使用注音符号和通用拼音。输入法方面，香港和澳门常用仓颉、速成或粤拼输入法，台湾则多用注音输入法或仓颉输入法。
hc3_char_tfidf_logreg,deepseek_original,hc3_open_qa_0090_deepseek_original__pair_deepseek_original,hc3_open_qa_0090,open_qa,deepseek_original,deepseek_original,1,0,0.3716,就想知道神雕侠侣的天下第一武道会好不？ 就想知道神雕侠侣的天下第一武道会好不好玩？,《神雕侠侣》是金庸先生的武侠小说，其中并没有“天下第一武道会”这样的情节。小说主要围绕杨过和小龙女的爱情故事展开，以及他们与江湖各派的恩怨纠葛。若您想了解武侠小说中的比武大会，可以参考其他作品。
hc3_char_tfidf_logreg,deepseek_original,hc3_medicine_0085_deepseek_original__pair_deepseek_original,hc3_medicine_0085,medicine,deepseek_original,deepseek_original,1,0,0.3760,丙肝可以治愈吗？ 怀孕时候查出丙肝，后去公共卫生中心查病毒为七次方，医生建议破腹产不要母乳，现刚满月,丙肝是可以治愈的。目前标准治疗方案为直接抗病毒药物（DAA），疗程通常为8-12周，治愈率超过95%。您怀孕时病毒载量高（10^7 IU/mL），医生建议剖腹产并避免母乳喂养是合理的，以降低母婴传播风险。建议您在产后进一步评估肝功能、病毒载量，并咨询肝病专科医生，选择合适的抗病毒治疗方案。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_nlpcc_dbqa_0091_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_nlpcc_dbqa_0091,nlpcc_dbqa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.0621,日本国铁201系电力动车组什么时候退役的？,日本国铁201系电力动车组是在2011年3月退役的，这个车从1979年就开始跑了，主要拉通勤的人。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_open_qa_0088_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_open_qa_0088,open_qa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1043,最近我每天晚上吃一个不知会长胖吗 吃玉米长胖吗最近我每天晚上吃一个玉米不知会长胖吗,我每天晚上都会吃一根玉米，应该不会长胖吧？玉米是粗粮，纤维多，热量也不高，吃完还挺饱的。不过别吃太多别的高热量东西就行。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_finance_0087_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_finance_0087,finance,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1062,从步*街坐几路公交车可以到龙岗区百鸽路口招商银*,从步*街坐M267路公交，到百鸽笼站下，走个两百米就到龙岗百鸽路口那家招行了。车挺多的，大概十分钟一趟。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_medicine_0087_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_medicine_0087,medicine,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1088,怀孕一个月左右做人流可以吗？ 我怀上大概有一个月，想做人流手术，怀上一个月左右做人流可以吗？,怀孕一个月左右一般可以做人工流产，不过得先去医院做B超确定是宫内孕和具体孕周。早点去正规医院检查，听医生建议选哪种方式。最佳时间是6到10周，太早或太晚风险都大。做完手术好好休息，定期复查。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_finance_0091_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_finance_0091,finance,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1090,沈*求好心人借我10万救救我,看到你说想借10万救命，挺着急的。不过我真的没法借钱给你。要不你试试找银行或者跟家里人说说？网上借钱要小心骗子，别急上头了。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0086_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0086,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1126,为什么越学心理学越觉得自己有问题？,学心理学有时候会让你老盯着自己看，然后发现原来自己这儿那儿都有点小毛病。其实不是毛病变多了，是你更懂怎么识别它们了。别太紧张，正常。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_nlpcc_dbqa_0087_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_nlpcc_dbqa_0087,nlpcc_dbqa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1145,山梨英和短期大学在哪一年建立？,山梨英和短期大学是1967年成立的，一开始叫山梨英和女子短期大学，2001年改成了现在的名字，在山梨县，是个私立学校。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_medicine_0085_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_medicine_0085,medicine,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1158,丙肝可以治愈吗？ 怀孕时候查出丙肝，后去公共卫生中心查病毒为七次方，医生建议破腹产不要母乳，现刚满月,丙肝能治好。现在主要用直接抗病毒药，一般吃两三个月，治愈率很高，95%以上。你怀孕时病毒量那么高（七次方），医生让你剖腹产、别喂母乳是对的，能减少传给孩子。等生完孩子，最好去查查肝功能和病毒量，找专科医生看看怎么用药。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_nlpcc_dbqa_0092_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_nlpcc_dbqa_0092,nlpcc_dbqa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1230,南洋理工大学天津研究生院的招生时间和招生方向是什么？,南洋理工和天津合办的那个研究生院，招生方向主要是环境、化工这些，报名时间差不多是每年秋天，9到12月的样子。具体还是看官网通知吧。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0090_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0090,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1329,自己喜欢上了个女孩子 却不知道怎么办,喜欢上一个妹子但不知道咋办？其实挺正常的。可以先试着跟她聊聊天，找点共同话题，慢慢熟悉起来。别急着表白，先看看她对你的态度怎么样，真诚点就好。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_finance_0085_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_finance_0085,finance,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1335,你好，我是未成年人有工作，有身份证想借贷3000块钱可以吗？,未成年人不可以自己借钱的，就算有工作也不行，得让家长知道。最好跟爸妈商量一下，或者问银行有没有适合你的正规途径，别去碰那些不靠谱的贷款。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0085_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0085,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1381,高中生见识到上流社会后，心理强烈失衡怎么办？,高中生看到上流社会的生活心里不平衡很正常，关键是要明白每个人起点不同，把这种落差当成努力的动力，别老跟别人比，多看看自己的进步。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_medicine_0091_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_medicine_0091,medicine,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1432,剖腹产后第三天有轻微咳嗽如何救治 您好医生，想进行咨询下剖腹产后第三天有轻微咳，医生考量母乳喂养，没看重，只让家属买了鲜竹沥，然后第三天咳有点严重，医生又让买了甘草片，第三天又加重点让买了枇杷露，第四天更严重了，才给我输液时候加了救治咳的，,你剖腹产后咳嗽越来越重，后来确诊肺炎，还是听省医院医生的安排吧，等结核结果出来再说。晚上睡觉盖被子就出汗发烧，不盖又怕着凉，这可能是产后身体还没恢复好，跟医生说说看怎么办，别自己乱吃药。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_medicine_0092_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_medicine_0092,medicine,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1444,哪里治霉菌性外阴炎这状况能好 我去年结的婚，较近总是肚子小腹疼痛，尤其是来事那几天，很害怕影响生育，而且十分的怕冷怕寒。请问白带检查一直是3度霉菌性外阴炎能缓解吗,霉菌性外阴炎挺常见的，一般用点抗真菌药就能好。你白带三度说明有炎症，最好去医院看看。肚子疼尤其是月经那几天，可能是炎症或者别的问题，得查一下。怕冷的话多穿点，别自己乱吃药。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0087_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0087,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1531,男友条件不好，但是他对我很好，我该不该和他结婚？,男朋友条件一般，但对我挺上心的，要不要结婚呢？我觉得得看看他有没有上进心，以后能不能一起努力。结婚不光是感情，经济啊、家里意见啊都得考虑。最好跟他好好聊聊，看他愿不愿意为未来打拼。如果你觉得能接受现在的经济状况，感情也深，那可以试试。不然还是再想想吧。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0089_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0089,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1546,男友有角色扮演乱伦的性癖好，怕他越来越严重怎么办？,其实性癖好挺正常的，但乱伦角色扮演这个确实有点让人担心。你可以先跟他好好聊聊，问问他为啥喜欢这个，是不是有什么心理原因。如果他自己也觉得困扰，最好找心理咨询师看看。如果你心里不踏实，也可以一起去做情侣咨询，聊聊你们能接受什么、不能接受什么。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0092_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0092,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1549,想了解语音、视频、面对面咨询的区别,语音咨询主要靠听，比较方便快捷；视频的话能看到对方表情和动作，感觉更真实；面对面就是最全的了，还能感受周围环境。不同方式适合不同情况，得看你自己需要什么。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_nlpcc_dbqa_0090_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_nlpcc_dbqa_0090,nlpcc_dbqa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1557,湖北中医药大学是由哪个学校演变来的？,湖北中医药大学最早是1954年成立的湖北省中医进修学校，后来改过几次名，先变成湖北省中医学院，再变成湖北中医学院，最后在2010年定名为湖北中医药大学。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0091_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0091,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1587,吞口水影响别人，怎么改掉？,老觉得吞口水声音大影响别人，挺烦的对吧？可以试试多喝点水，嚼个口香糖。如果是紧张导致的，深呼吸放松一下。实在不行就去找医生看看，别自己瞎琢磨。
hc3_char_tfidf_logreg,deepseek_casual_rewrite,hc3_finance_0086_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_finance_0086,finance,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.1709,信用卡透支多次行吗,信用卡透支太多次不太行，会影响你的信用记录，银行可能会降额甚至停卡。最好还是悠着点花，别老透支，有啥事跟银行说一声。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0091_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0091,nlpcc_dbqa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0409,日本国铁201系电力动车组什么时候退役的？,日本国铁那款201系电力动车组啊，2011年3月就停运了，它1979年就上路了，一直跑通勤线，后来就没了。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_medicine_0087_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_medicine_0087,medicine,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0603,怀孕一个月左右做人流可以吗？ 我怀上大概有一个月，想做人流手术，怀上一个月左右做人流可以吗？,一个月左右怀孕了，能做人流吗？得先去医院拍B超，看看是不是在子宫里怀孕，还有宝宝多大了。赶紧去正规医院，医生会告诉你怎么做。最好在6到10周做，早了晚了都不好。做完手术多躺躺，别忘了复查。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_psychology_0090_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_psychology_0090,psychology,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0615,自己喜欢上了个女孩子 却不知道怎么办,哎，喜欢个女生但完全懵了。我上次也是，先加微信聊日常，比如她发朋友圈就评论下。别一上来就表白啊，先混熟再说，看她回消息热不热情。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0085_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0085,nlpcc_dbqa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0803,金城大学短期大学部在1984年新增了哪个学科？,1984年的时候，金城大学短期大学部搞了个新学科，就是幼儿教育，那会儿正好缺幼师，他们就开了这个专业。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_psychology_0091_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_psychology_0091,psychology,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0859,吞口水影响别人，怎么改掉？,我有个朋友总担心自己吞口水声太大，别人能听见。后来他随身带瓶水，时不时抿一口，还嚼薄荷糖。紧张就做几次深呼吸。要是还不行，他说得去挂个号，耳鼻喉或者心理科都行。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_medicine_0086_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_medicine_0086,medicine,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0874,甘油三脂12.4要吃药吗 体检甘油三酯12.4,我查了，甘油三酯12.4，这数值太高了，搞不好会得胰腺炎。赶紧去医院吧，医生会给开药，像非诺贝特那种。记得吃清淡点，多动动。别自己瞎买药吃，得让大夫看。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_medicine_0091_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_medicine_0091,medicine,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0876,剖腹产后第三天有轻微咳嗽如何救治 您好医生，想进行咨询下剖腹产后第三天有轻微咳，医生考量母乳喂养，没看重，只让家属买了鲜竹沥，然后第三天咳有点严重，医生又让买了甘草片，第三天又加重点让买了枇杷露，第四天更严重了，才给我输液时候加了救治咳的，,剖腹产完第三天咳，后来成肺炎了，省医院说等结核结果。晚上睡觉盖被子就烧得厉害，汗多睡不好，不盖又怕落下病。你问问医生咋整，别自己瞎弄。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_finance_0087_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_finance_0087,finance,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0923,从步*街坐几路公交车可以到龙岗区百鸽路口招商银*,步*街那边啊，你坐M267，到百鸽笼下，走一小段路，招商银行就在百鸽路口。车次挺密的，别等太久。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_finance_0085_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_finance_0085,finance,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0930,你好，我是未成年人有工作，有身份证想借贷3000块钱可以吗？,我16岁打工能借3000吗？有身份证。但银行说未成年不行，得家长签字。我爸妈不同意，网上那些贷款靠谱吗？急用钱买手机，有啥办法不？
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_medicine_0090_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_medicine_0090,medicine,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0933,要是孩子扁桃体炎症会发生哪些表现 男宝，刚满3个月，一开始，说嗓子喝水都觉得疼，察觉到，咳嗽好像也比较严重，另外，有点发烧也没精神，请问：要是孩子扁桃体炎症会发生哪些表现。,我家娃三个月大，扁桃体发炎就嗓子疼，喝水都喊疼，咳嗽挺厉害，还发烧没精神。小婴儿症状不太明显，得赶紧去医院，别自己瞎吃药。
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_open_qa_0088_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_open_qa_0088,open_qa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0951,最近我每天晚上吃一个不知会长胖吗 吃玉米长胖吗最近我每天晚上吃一个玉米不知会长胖吗,哎最近每晚啃根玉米，怕怕胖。其实玉米热量不算高啦，纤维多顶饱。但要是白天吃一堆炸鸡奶茶，那晚上啃玉米也救不了，对吧？
hc3_char_tfidf_logreg,deepseek_adversarial_rewrite,hc3_open_qa_0089_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_open_qa_0089,open_qa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.0994,如何评价刘仲敬在一席的演讲《缺少土豪的世界》？,我看了刘仲敬那个演讲，讲《缺少土豪的世界》。他的意思啊，就是以前那种土豪，其实挺有用的，管村里的事，还传文化，搞自治。后来国家管得多了，土豪就没了，社会也变成一盘散沙。他说得挺有道理，但我觉得他把土豪想得太好了，好像他们从来不做坏事一样。反正他的想法就是觉得自由发展比政府管好，听着新鲜，但别全信，得自己想想。
